Country ID,Source Data,Country Name,Year,"Rate per 100,000"
188,"Percentage of male and female intentional homicide victims, Female",Costa Rica,2014,2.1
188,Kidnapping (%),Costa Rica,2014,0.1
188,Robbery (%),Costa Rica,2014,
188,Homicide (%),Costa Rica,2016,11.9
384,Homicide (%),Côte dIvoire,2005,14.7
384,Assault (%),Côte dIvoire,2008,51.9
384,Robbery (%),Côte dIvoire,2008,3.0
384,Sexual Violence (%),Côte dIvoire,2008,3.7
384,Homicide (%),Côte dIvoire,2010,12.6
384,Homicide (%),Côte dIvoire,2015,11.6
384,"Percentage of male and female intentional homicide victims, Male",Côte dIvoire,2015,15.6
384,"Percentage of male and female intentional homicide victims, Female",Côte dIvoire,2015,7.5
191,Homicide (%),Croatia,2005,1.6
191,"Percentage of male and female intentional homicide victims, Male",Croatia,2005,1.9
191,"Percentage of male and female intentional homicide victims, Female",Croatia,2005,1.2
191,Assault (%),Croatia,2005,26.3
191,Kidnapping (%),Croatia,2005,0.5
191,Theft (%),Croatia,2005,694.3
191,Robbery (%),Croatia,2005,35.6
191,Sexual Violence (%),Croatia,2005,14.2
191,Homicide (%),Croatia,2010,1.4
191,"Percentage of male and female intentional homicide victims, Male",Croatia,2010,1.4
191,"Percentage of male and female intentional homicide victims, Female",Croatia,2010,1.4
191,Assault (%),Croatia,2010,22.8
191,Kidnapping (%),Croatia,2010,0.3
191,Theft (%),Croatia,2010,313.6
191,Robbery (%),Croatia,2010,28.8
191,Sexual Violence (%),Croatia,2010,9.2
191,Homicide (%),Croatia,2015,0.9
191,"Percentage of male and female intentional homicide victims, Male",Croatia,2015,1.1
191,"Percentage of male and female intentional homicide victims, Female",Croatia,2015,0.7
191,Assault (%),Croatia,2015,19.0
191,Kidnapping (%),Croatia,2015,0.0
191,Theft (%),Croatia,2015,319.8
191,Robbery (%),Croatia,2015,30.9
191,Sexual Violence (%),Croatia,2015,14.3
191,Homicide (%),Croatia,2016,1.0
191,"Percentage of male and female intentional homicide victims, Male",Croatia,2016,1.2
191,"Percentage of male and female intentional homicide victims, Female",Croatia,2016,0.9
191,Assault (%),Croatia,2016,18.8
191,Kidnapping (%),Croatia,2016,0.0
191,Theft (%),Croatia,2016,302.4
191,Robbery (%),Croatia,2016,25.4
192,Homicide (%),Cuba,2005,6.1
192,"Percentage of male and female intentional homicide victims, Male",Cuba,2005,9.1
192,"Percentage of male and female intentional homicide victims, Female",Cuba,2005,3.0
192,Homicide (%),Cuba,2010,4.5
192,"Percentage of male and female intentional homicide victims, Male",Cuba,2010,6.7
192,"Percentage of male and female intentional homicide victims, Female",Cuba,2010,2.2
192,Homicide (%),Cuba,2016,5.0
192,"Percentage of male and female intentional homicide victims, Male",Cuba,2016,7.9
192,"Percentage of male and female intentional homicide victims, Female",Cuba,2016,2.1
531,Homicide (%),Curaçao,2005,20.1
531,"Percentage of male and female intentional homicide victims, Male",Curaçao,2005,33.0
531,"Percentage of male and female intentional homicide victims, Female",Curaçao,2005,8.7
531,Homicide (%),Curaçao,2007,19.2
531,"Percentage of male and female intentional homicide victims, Male",Curaçao,2007,36.5
531,"Percentage of male and female intentional homicide victims, Female",Curaçao,2007,4.1
196,Homicide (%),Cyprus,2005,1.9
196,"Percentage of male and female intentional homicide victims, Male",Cyprus,2005,3.5
196,"Percentage of male and female intentional homicide victims, Female",Cyprus,2005,0.4
196,Assault (%),Cyprus,2005,12.8
196,Kidnapping (%),Cyprus,2005,1.6
196,Theft (%),Cyprus,2005,116.9
196,Robbery (%),Cyprus,2005,8.2
196,Sexual Violence (%),Cyprus,2005,10.9
196,Homicide (%),Cyprus,2010,0.7
196,"Percentage of male and female intentional homicide victims, Male",Cyprus,2010,1.3
196,"Percentage of male and female intentional homicide victims, Female",Cyprus,2010,0.2
196,Assault (%),Cyprus,2010,15.5
196,Kidnapping (%),Cyprus,2010,2.4
196,Theft (%),Cyprus,2010,150.1
196,Robbery (%),Cyprus,2010,14.0
196,Sexual Violence (%),Cyprus,2010,7.2
196,Homicide (%),Cyprus,2015,1.3
196,"Percentage of male and female intentional homicide victims, Male",Cyprus,2015,2.2
196,"Percentage of male and female intentional homicide victims, Female",Cyprus,2015,0.3
196,Assault (%),Cyprus,2015,12.1
196,Kidnapping (%),Cyprus,2015,2.1
196,Theft (%),Cyprus,2015,79.1
196,Robbery (%),Cyprus,2015,8.0
196,Sexual Violence (%),Cyprus,2015,8.6
196,Homicide (%),Cyprus,2016,1.1
196,"Percentage of male and female intentional homicide victims, Male",Cyprus,2016,1.4
196,"Percentage of male and female intentional homicide victims, Female",Cyprus,2016,0.9
196,Assault (%),Cyprus,2016,12.4
196,Kidnapping (%),Cyprus,2016,2.6
196,Theft (%),Cyprus,2016,61.7
203,Homicide (%),Czechia,2005,1.1
203,"Percentage of male and female intentional homicide victims, Male",Czechia,2005,1.3
203,"Percentage of male and female intentional homicide victims, Female",Czechia,2005,0.9
203,Assault (%),Czechia,2005,211.4
203,Kidnapping (%),Czechia,2005,0.1
203,Theft (%),Czechia,2005,
203,Robbery (%),Czechia,2005,54.1
203,Sexual Violence (%),Czechia,2005,18.1
203,Homicide (%),Czechia,2010,1.0
203,"Percentage of male and female intentional homicide victims, Male",Czechia,2010,1.0
203,"Percentage of male and female intentional homicide victims, Female",Czechia,2010,1.0
203,Assault (%),Czechia,2010,171.5
203,Kidnapping (%),Czechia,2010,0.1
203,Theft (%),Czechia,2010,
203,Robbery (%),Czechia,2010,38.1
203,Sexual Violence (%),Czechia,2010,12.7
203,Homicide (%),Czechia,2015,0.8
203,"Percentage of male and female intentional homicide victims, Male",Czechia,2015,0.7
203,"Percentage of male and female intentional homicide victims, Female",Czechia,2015,0.9
203,Assault (%),Czechia,2015,147.8
203,Kidnapping (%),Czechia,2015,0.0
203,Theft (%),Czechia,2015,799.7
203,Robbery (%),Czechia,2015,19.1
203,Sexual Violence (%),Czechia,2015,13.5
203,Homicide (%),Czechia,2016,0.6
203,"Percentage of male and female intentional homicide victims, Male",Czechia,2016,0.6
203,"Percentage of male and female intentional homicide victims, Female",Czechia,2016,0.7
203,Assault (%),Czechia,2016,134.2
203,Kidnapping (%),Czechia,2016,0.1
203,Theft (%),Czechia,2016,677.4
203,Robbery (%),Czechia,2016,15.5
408,Homicide (%),Dem. People's Rep. Korea,2005,5.0
408,Homicide (%),Dem. People's Rep. Korea,2010,4.8
408,Homicide (%),Dem. People's Rep. Korea,2015,4.4
180,Homicide (%),Dem. Rep. of the Congo,2005,14.6
180,Homicide (%),Dem. Rep. of the Congo,2010,14.3
180,Homicide (%),Dem. Rep. of the Congo,2015,13.5
180,"Percentage of male and female intentional homicide victims, Male",Dem. Rep. of the Congo,2015,22.0
180,"Percentage of male and female intentional homicide victims, Female",Dem. Rep. of the Congo,2015,5.1
208,Homicide (%),Denmark,2005,1.0
208,"Percentage of male and female intentional homicide victims, Male",Denmark,2005,1.4
208,"Percentage of male and female intentional homicide victims, Female",Denmark,2005,0.6
208,Assault (%),Denmark,2005,205.0
208,Theft (%),Denmark,2005,
208,Robbery (%),Denmark,2005,53.9
208,Homicide (%),Denmark,2010,0.8
208,"Percentage of male and female intentional homicide victims, Male",Denmark,2010,0.7
208,"Percentage of male and female intentional homicide victims, Female",Denmark,2010,0.8
208,Assault (%),Denmark,2010,31.6
208,Theft (%),Denmark,2010,
208,Robbery (%),Denmark,2010,60.7
208,Sexual Violence (%),Denmark,2010,36.2
208,Homicide (%),Denmark,2015,1.0
208,"Percentage of male and female intentional homicide victims, Male",Denmark,2015,1.2
208,"Percentage of male and female intentional homicide victims, Female",Denmark,2015,0.8
208,Assault (%),Denmark,2015,25.7
208,Theft (%),Denmark,2015,
208,Robbery (%),Denmark,2015,35.8
208,Sexual Violence (%),Denmark,2015,38.4
208,Homicide (%),Denmark,2016,1.0
208,"Percentage of male and female intentional homicide victims, Male",Denmark,2016,1.2
208,"Percentage of male and female intentional homicide victims, Female",Denmark,2016,0.8
208,Assault (%),Denmark,2016,30.3
208,Theft (%),Denmark,2016,
208,Robbery (%),Denmark,2016,38.3
262,Homicide (%),Djibouti,2005,8.1
262,Homicide (%),Djibouti,2010,7.4
262,Homicide (%),Djibouti,2015,6.5
262,"Percentage of male and female intentional homicide victims, Male",Djibouti,2015,10.6
262,"Percentage of male and female intentional homicide victims, Female",Djibouti,2015,2.3
212,Homicide (%),Dominica,2005,11.3
212,Homicide (%),Dominica,2010,21.0
212,Homicide (%),Dominica,2011,8.4
214,Homicide (%),Dominican Republic,2005,25.9
214,"Percentage of male and female intentional homicide victims, Male",Dominican Republic,2005,47.2
214,"Percentage of male and female intentional homicide victims, Female",Dominican Republic,2005,4.6
214,Kidnapping (%),Dominican Republic,2005,0.2
214,Homicide (%),Dominican Republic,2006,22.9
214,"Percentage of male and female intentional homicide victims, Male",Dominican Republic,2006,41.9
214,"Percentage of male and female intentional homicide victims, Female",Dominican Republic,2006,3.8
214,Kidnapping (%),Dominican Republic,2006,0.1
214,Homicide (%),Dominican Republic,2010,25.0
214,"Percentage of male and female intentional homicide victims, Male",Dominican Republic,2010,45.8
214,"Percentage of male and female intentional homicide victims, Female",Dominican Republic,2010,4.2
214,Homicide (%),Dominican Republic,2014,17.4
214,"Percentage of male and female intentional homicide victims, Male",Dominican Republic,2014,31.3
214,"Percentage of male and female intentional homicide victims, Female",Dominican Republic,2014,3.6
214,Assault (%),Dominican Republic,2014,41.1
214,Kidnapping (%),Dominican Republic,2014,0.3
214,Theft (%),Dominican Republic,2014,7.7
214,Robbery (%),Dominican Republic,2014,76.0
214,Sexual Violence (%),Dominican Republic,2014,2.8
214,Homicide (%),Dominican Republic,2016,15.2
214,"Percentage of male and female intentional homicide victims, Male",Dominican Republic,2016,27.3
214,"Percentage of male and female intentional homicide victims, Female",Dominican Republic,2016,3.2
214,Assault (%),Dominican Republic,2016,29.5
214,Kidnapping (%),Dominican Republic,2016,0.2
214,Theft (%),Dominican Republic,2016,8.2
214,Robbery (%),Dominican Republic,2016,65.6
218,Homicide (%),Ecuador,2005,15.4
218,"Percentage of male and female intentional homicide victims, Male",Ecuador,2005,28.4
218,"Percentage of male and female intentional homicide victims, Female",Ecuador,2005,2.4
218,Assault (%),Ecuador,2005,56.5
218,Kidnapping (%),Ecuador,2005,0.3
218,Theft (%),Ecuador,2005,43.4
218,Robbery (%),Ecuador,2005,346.7
218,Homicide (%),Ecuador,2010,17.6
218,"Percentage of male and female intentional homicide victims, Male",Ecuador,2010,31.9
218,"Percentage of male and female intentional homicide victims, Female",Ecuador,2010,3.2
218,Assault (%),Ecuador,2010,30.2
218,Kidnapping (%),Ecuador,2010,0.2
218,Theft (%),Ecuador,2010,33.6
218,Robbery (%),Ecuador,2010,362.3
218,Sexual Violence (%),Ecuador,2010,24.5
218,Homicide (%),Ecuador,2014,8.2
218,"Percentage of male and female intentional homicide victims, Male",Ecuador,2014,14.1
218,"Percentage of male and female intentional homicide victims, Female",Ecuador,2014,2.4
218,Assault (%),Ecuador,2014,46.7
218,Kidnapping (%),Ecuador,2014,0.2
218,Theft (%),Ecuador,2014,152.8
218,Robbery (%),Ecuador,2014,560.1
218,Sexual Violence (%),Ecuador,2014,19.0
218,Homicide (%),Ecuador,2016,5.9
218,"Percentage of male and female intentional homicide victims, Male",Ecuador,2016,9.5
218,"Percentage of male and female intentional homicide victims, Female",Ecuador,2016,2.2
218,Assault (%),Ecuador,2016,43.7
218,Kidnapping (%),Ecuador,2016,5.9
218,Theft (%),Ecuador,2016,194.0
218,Robbery (%),Ecuador,2016,502.8
818,Homicide (%),Egypt,2005,0.7
818,"Percentage of male and female intentional homicide victims, Male",Egypt,2005,1.2
818,"Percentage of male and female intentional homicide victims, Female",Egypt,2005,0.2
818,Kidnapping (%),Egypt,2005,0.0
818,Theft (%),Egypt,2005,45.6
818,Robbery (%),Egypt,2005,0.6
818,Homicide (%),Egypt,2010,2.2
818,"Percentage of male and female intentional homicide victims, Male",Egypt,2010,3.9
818,"Percentage of male and female intentional homicide victims, Female",Egypt,2010,0.5
818,Assault (%),Egypt,2010,0.2
818,Kidnapping (%),Egypt,2010,0.1
818,Theft (%),Egypt,2010,91.7
818,Robbery (%),Egypt,2010,0.8
818,Sexual Violence (%),Egypt,2010,0.2
818,Homicide (%),Egypt,2011,3.1
818,"Percentage of male and female intentional homicide victims, Male",Egypt,2011,5.5
818,"Percentage of male and female intentional homicide victims, Female",Egypt,2011,0.8
818,Assault (%),Egypt,2011,0.4
818,Kidnapping (%),Egypt,2011,0.3
818,Theft (%),Egypt,2011,101.4
818,Robbery (%),Egypt,2011,3.1
818,Sexual Violence (%),Egypt,2011,0.1
818,Homicide (%),Egypt,2012,2.5
818,"Percentage of male and female intentional homicide victims, Male",Egypt,2012,4.4
818,"Percentage of male and female intentional homicide victims, Female",Egypt,2012,0.6
222,Homicide (%),El Salvador,2005,64.4
222,"Percentage of male and female intentional homicide victims, Male",El Salvador,2005,121.0
222,"Percentage of male and female intentional homicide victims, Female",El Salvador,2005,12.6
222,Assault (%),El Salvador,2005,76.8
222,Kidnapping (%),El Salvador,2005,0.1
222,Theft (%),El Salvador,2005,177.8
222,Robbery (%),El Salvador,2005,80.6
222,Homicide (%),El Salvador,2010,64.7
222,"Percentage of male and female intentional homicide victims, Male",El Salvador,2010,117.4
222,"Percentage of male and female intentional homicide victims, Female",El Salvador,2010,17.3
222,Assault (%),El Salvador,2010,63.1
222,Kidnapping (%),El Salvador,2010,0.5
222,Theft (%),El Salvador,2010,157.0
222,Robbery (%),El Salvador,2010,87.9
222,Sexual Violence (%),El Salvador,2010,37.0
222,Homicide (%),El Salvador,2015,105.4
222,"Percentage of male and female intentional homicide victims, Male",El Salvador,2015,204.8
222,"Percentage of male and female intentional homicide victims, Female",El Salvador,2015,17.2
222,Assault (%),El Salvador,2015,93.3
222,Kidnapping (%),El Salvador,2015,0.3
222,Theft (%),El Salvador,2015,135.3
222,Robbery (%),El Salvador,2015,81.8
222,Sexual Violence (%),El Salvador,2015,72.5
222,Homicide (%),El Salvador,2016,82.8
222,"Percentage of male and female intentional homicide victims, Male",El Salvador,2016,158.4
222,"Percentage of male and female intentional homicide victims, Female",El Salvador,2016,15.7
226,Homicide (%),Equatorial Guinea,2005,2.9
226,Homicide (%),Equatorial Guinea,2010,2.6
226,Homicide (%),Equatorial Guinea,2015,2.3
226,"Percentage of male and female intentional homicide victims, Male",Equatorial Guinea,2015,3.4
226,"Percentage of male and female intentional homicide victims, Female",Equatorial Guinea,2015,0.9
232,Homicide (%),Eritrea,2005,9.6
232,Homicide (%),Eritrea,2010,8.9
232,Homicide (%),Eritrea,2015,8.0
232,"Percentage of male and female intentional homicide victims, Male",Eritrea,2015,12.6
232,"Percentage of male and female intentional homicide victims, Female",Eritrea,2015,3.4
233,Homicide (%),Estonia,2005,8.3
233,"Percentage of male and female intentional homicide victims, Male",Estonia,2005,13.4
233,"Percentage of male and female intentional homicide victims, Female",Estonia,2005,3.9
233,Assault (%),Estonia,2005,9.7
233,Kidnapping (%),Estonia,2005,0.1
233,Theft (%),Estonia,2005,
233,Robbery (%),Estonia,2005,97.8
233,Sexual Violence (%),Estonia,2005,29.7
233,Homicide (%),Estonia,2010,5.3
233,"Percentage of male and female intentional homicide victims, Male",Estonia,2010,8.6
233,"Percentage of male and female intentional homicide victims, Female",Estonia,2010,2.3
233,Assault (%),Estonia,2010,7.7
233,Kidnapping (%),Estonia,2010,0.0
233,Theft (%),Estonia,2010,
233,Robbery (%),Estonia,2010,45.0
233,Sexual Violence (%),Estonia,2010,20.6
233,Homicide (%),Estonia,2015,3.2
233,"Percentage of male and female intentional homicide victims, Male",Estonia,2015,5.2
233,"Percentage of male and female intentional homicide victims, Female",Estonia,2015,1.4
233,Assault (%),Estonia,2015,7.5
233,Kidnapping (%),Estonia,2015,0.0
233,Theft (%),Estonia,2015,863.2
233,Robbery (%),Estonia,2015,25.6
233,Sexual Violence (%),Estonia,2015,42.9
748,Homicide (%),Eswatini,2004,13.3
748,Assault (%),Eswatini,2004,
748,Kidnapping (%),Eswatini,2004,8.8
748,Theft (%),Eswatini,2004,
748,Robbery (%),Eswatini,2004,309.8
748,Homicide (%),Eswatini,2005,13.7
748,Homicide (%),Eswatini,2010,17.3
748,"Percentage of male and female intentional homicide victims, Male",Eswatini,2010,30.9
748,"Percentage of male and female intentional homicide victims, Female",Eswatini,2010,4.5
231,Homicide (%),Ethiopia,2005,9.4
231,Homicide (%),Ethiopia,2010,8.5
231,Homicide (%),Ethiopia,2015,7.6
231,"Percentage of male and female intentional homicide victims, Male",Ethiopia,2015,11.3
231,"Percentage of male and female intentional homicide victims, Female",Ethiopia,2015,3.9
242,Homicide (%),Fiji,2005,2.8
242,"Percentage of male and female intentional homicide victims, Male",Fiji,2005,3.3
242,"Percentage of male and female intentional homicide victims, Female",Fiji,2005,2.2
242,Homicide (%),Fiji,2010,2.3
242,"Percentage of male and female intentional homicide victims, Male",Fiji,2010,3.2
242,"Percentage of male and female intentional homicide victims, Female",Fiji,2010,1.4
242,Homicide (%),Fiji,2014,2.3
242,"Percentage of male and female intentional homicide victims, Male",Fiji,2014,1.8
242,"Percentage of male and female intentional homicide victims, Female",Fiji,2014,2.8
246,Homicide (%),Finland,2005,2.3
246,"Percentage of male and female intentional homicide victims, Male",Finland,2005,3.3
246,"Percentage of male and female intentional homicide victims, Female",Finland,2005,1.3
246,Assault (%),Finland,2005,579.3
246,Kidnapping (%),Finland,2005,0.0
246,Theft (%),Finland,2005,
246,Robbery (%),Finland,2005,34.5
246,Sexual Violence (%),Finland,2005,36.6
246,Homicide (%),Finland,2010,2.2
246,"Percentage of male and female intentional homicide victims, Male",Finland,2010,3.5
246,"Percentage of male and female intentional homicide victims, Female",Finland,2010,1.0
246,Assault (%),Finland,2010,37.2
246,Kidnapping (%),Finland,2010,0.0
246,Theft (%),Finland,2010,
246,Robbery (%),Finland,2010,28.1
246,Sexual Violence (%),Finland,2010,45.0
246,Homicide (%),Finland,2015,1.5
246,"Percentage of male and female intentional homicide victims, Male",Finland,2015,2.4
246,"Percentage of male and female intentional homicide victims, Female",Finland,2015,0.6
246,Assault (%),Finland,2015,28.5
246,Kidnapping (%),Finland,2015,0.0
246,Theft (%),Finland,2015,
246,Robbery (%),Finland,2015,28.2
246,Sexual Violence (%),Finland,2015,54.0
246,Homicide (%),Finland,2016,1.4
246,"Percentage of male and female intentional homicide victims, Male",Finland,2016,2.0
246,"Percentage of male and female intentional homicide victims, Female",Finland,2016,0.9
246,Assault (%),Finland,2016,28.9
246,Kidnapping (%),Finland,2016,0.1
246,Theft (%),Finland,2016,
246,Robbery (%),Finland,2016,30.4
250,Homicide (%),France,2005,1.6
250,Assault (%),France,2005,242.8
250,Kidnapping (%),France,2005,3.3
250,Theft (%),France,2005,
250,Robbery (%),France,2005,203.5
250,Sexual Violence (%),France,2005,39.0
250,Homicide (%),France,2010,1.3
250,Assault (%),France,2010,368.0
250,Kidnapping (%),France,2010,3.3
250,Theft (%),France,2010,
250,Robbery (%),France,2010,192.0
250,Sexual Violence (%),France,2010,36.5
250,Homicide (%),France,2015,1.6
250,"Percentage of male and female intentional homicide victims, Male",France,2015,2.0
250,"Percentage of male and female intentional homicide victims, Female",France,2015,1.2
250,Assault (%),France,2015,375.7
250,Kidnapping (%),France,2015,5.9
250,Theft (%),France,2015,
250,Robbery (%),France,2015,161.5
250,Sexual Violence (%),France,2015,52.1
250,Homicide (%),France,2016,1.4
250,"Percentage of male and female intentional homicide victims, Male",France,2016,1.7
250,"Percentage of male and female intentional homicide victims, Female",France,2016,1.0
250,Assault (%),France,2016,375.4
250,Kidnapping (%),France,2016,5.9
250,Theft (%),France,2016,
250,Robbery (%),France,2016,153.1
254,Homicide (%),French Guiana,2005,22.1
254,Homicide (%),French Guiana,2009,13.2
254,"Percentage of male and female intentional homicide victims, Male",French Guiana,2009,21.6
254,"Percentage of male and female intentional homicide victims, Female",French Guiana,2009,4.8
258,Homicide (%),French Polynesia,2009,0.4
266,Homicide (%),Gabon,2005,11.0
266,Homicide (%),Gabon,2010,8.7
266,Homicide (%),Gabon,2015,8.0
266,"Percentage of male and female intentional homicide victims, Male",Gabon,2015,12.6
266,"Percentage of male and female intentional homicide victims, Female",Gabon,2015,3.2
270,Homicide (%),Gambia,2005,9.8
270,Homicide (%),Gambia,2010,9.8
270,Homicide (%),Gambia,2015,9.1
270,"Percentage of male and female intentional homicide victims, Male",Gambia,2015,16.6
270,"Percentage of male and female intentional homicide victims, Female",Gambia,2015,1.8
268,Homicide (%),Georgia,2005,9.0
268,"Percentage of male and female intentional homicide victims, Male",Georgia,2005,15.6
268,"Percentage of male and female intentional homicide victims, Female",Georgia,2005,3.0
268,Assault (%),Georgia,2005,8.2
268,Kidnapping (%),Georgia,2005,2.0
268,Theft (%),Georgia,2005,362.3
268,Robbery (%),Georgia,2005,46.5
268,Sexual Violence (%),Georgia,2005,3.7
268,Homicide (%),Georgia,2010,4.4
268,"Percentage of male and female intentional homicide victims, Male",Georgia,2010,7.9
268,"Percentage of male and female intentional homicide victims, Female",Georgia,2010,1.3
268,Assault (%),Georgia,2010,3.0
268,Kidnapping (%),Georgia,2010,0.1
268,Theft (%),Georgia,2010,268.7
268,Robbery (%),Georgia,2010,15.1
268,Sexual Violence (%),Georgia,2010,3.9
268,Homicide (%),Georgia,2014,2.7
268,"Percentage of male and female intentional homicide victims, Male",Georgia,2014,3.9
268,"Percentage of male and female intentional homicide victims, Female",Georgia,2014,1.6
268,Assault (%),Georgia,2014,5.7
268,Theft (%),Georgia,2014,239.4
268,Robbery (%),Georgia,2014,11.8
268,Sexual Violence (%),Georgia,2014,3.3
268,Homicide (%),Georgia,2016,1.0
268,"Percentage of male and female intentional homicide victims, Male",Georgia,2016,0.3
268,"Percentage of male and female intentional homicide victims, Female",Georgia,2016,1.7
276,Homicide (%),Germany,2005,1.1
276,"Percentage of male and female intentional homicide victims, Male",Germany,2005,1.2
276,"Percentage of male and female intentional homicide victims, Female",Germany,2005,0.9
276,Assault (%),Germany,2005,605.3
276,Kidnapping (%),Germany,2005,2.1
276,Theft (%),Germany,2005,
276,Robbery (%),Germany,2005,67.1
276,Sexual Violence (%),Germany,2005,67.9
276,Homicide (%),Germany,2010,1.0
276,"Percentage of male and female intentional homicide victims, Male",Germany,2010,1.0
276,"Percentage of male and female intentional homicide victims, Female",Germany,2010,1.0
276,Assault (%),Germany,2010,176.7
276,Kidnapping (%),Germany,2010,6.1
276,Theft (%),Germany,2010,
276,Robbery (%),Germany,2010,59.5
276,Sexual Violence (%),Germany,2010,45.5
276,Homicide (%),Germany,2015,0.8
276,"Percentage of male and female intentional homicide victims, Male",Germany,2015,0.9
276,"Percentage of male and female intentional homicide victims, Female",Germany,2015,0.8
276,Assault (%),Germany,2015,155.9
276,Kidnapping (%),Germany,2015,5.8
276,Theft (%),Germany,2015,
276,Robbery (%),Germany,2015,54.7
276,Sexual Violence (%),Germany,2015,42.5
276,Homicide (%),Germany,2016,1.2
276,"Percentage of male and female intentional homicide victims, Male",Germany,2016,1.2
276,"Percentage of male and female intentional homicide victims, Female",Germany,2016,1.1
276,Assault (%),Germany,2016,171.0
276,Kidnapping (%),Germany,2016,5.8
276,Theft (%),Germany,2016,
276,Robbery (%),Germany,2016,52.5
288,Homicide (%),Ghana,2005,1.8
288,Homicide (%),Ghana,2010,1.7
288,Homicide (%),Ghana,2011,1.7
288,"Percentage of male and female intentional homicide victims, Male",Ghana,2011,2.4
288,"Percentage of male and female intentional homicide victims, Female",Ghana,2011,1.0
292,Homicide (%),Gibraltar,2010,3.0
300,Homicide (%),Greece,2005,1.2
300,"Percentage of male and female intentional homicide victims, Male",Greece,2005,1.6
300,"Percentage of male and female intentional homicide victims, Female",Greece,2005,0.8
300,Assault (%),Greece,2005,68.8
300,Kidnapping (%),Greece,2005,0.2
300,Theft (%),Greece,2005,545.5
300,Robbery (%),Greece,2005,18.4
300,Sexual Violence (%),Greece,2005,5.7
300,Homicide (%),Greece,2010,1.5
300,"Percentage of male and female intentional homicide victims, Male",Greece,2010,2.5
300,"Percentage of male and female intentional homicide victims, Female",Greece,2010,0.6
300,Assault (%),Greece,2010,9.6
300,Kidnapping (%),Greece,2010,1.5
300,Theft (%),Greece,2010,
300,Robbery (%),Greece,2010,53.1
300,Sexual Violence (%),Greece,2010,4.6
300,Homicide (%),Greece,2015,0.8
300,"Percentage of male and female intentional homicide victims, Male",Greece,2015,1.1
300,"Percentage of male and female intentional homicide victims, Female",Greece,2015,0.5
300,Assault (%),Greece,2015,14.5
300,Kidnapping (%),Greece,2015,0.8
300,Theft (%),Greece,2015,898.6
300,Robbery (%),Greece,2015,38.5
300,Sexual Violence (%),Greece,2015,5.1
300,Homicide (%),Greece,2016,0.8
300,"Percentage of male and female intentional homicide victims, Male",Greece,2016,1.1
300,"Percentage of male and female intentional homicide victims, Female",Greece,2016,0.5
300,Assault (%),Greece,2016,13.5
300,Kidnapping (%),Greece,2016,0.5
300,Theft (%),Greece,2016,909.1
300,Robbery (%),Greece,2016,42.2
304,Homicide (%),Greenland,2005,17.6
304,Homicide (%),Greenland,2010,19.4
304,Homicide (%),Greenland,2016,5.3
308,Homicide (%),Grenada,2005,10.7
308,"Percentage of male and female intentional homicide victims, Male",Grenada,2005,15.6
308,"Percentage of male and female intentional homicide victims, Female",Grenada,2005,5.8
308,Assault (%),Grenada,2005,
308,Kidnapping (%),Grenada,2005,0.0
308,Theft (%),Grenada,2005,
308,Robbery (%),Grenada,2005,43.7
308,Sexual Violence (%),Grenada,2005,146.7
308,Homicide (%),Grenada,2010,9.6
308,"Percentage of male and female intentional homicide victims, Male",Grenada,2010,15.3
308,"Percentage of male and female intentional homicide victims, Female",Grenada,2010,3.8
308,Assault (%),Grenada,2010,
308,Kidnapping (%),Grenada,2010,0.0
308,Theft (%),Grenada,2010,918.1
308,Robbery (%),Grenada,2010,24.8
308,Sexual Violence (%),Grenada,2010,106.0
308,Homicide (%),Grenada,2015,5.6
308,"Percentage of male and female intentional homicide victims, Male",Grenada,2015,7.5
308,"Percentage of male and female intentional homicide victims, Female",Grenada,2015,3.8
308,Assault (%),Grenada,2015,462.4
308,Kidnapping (%),Grenada,2015,0.0
308,Theft (%),Grenada,2015,
308,Robbery (%),Grenada,2015,71.1
308,Sexual Violence (%),Grenada,2015,196.6
308,Homicide (%),Grenada,2016,10.2
308,"Percentage of male and female intentional homicide victims, Male",Grenada,2016,14.9
308,"Percentage of male and female intentional homicide victims, Female",Grenada,2016,5.6
308,Assault (%),Grenada,2016,
308,Theft (%),Grenada,2016,
308,Robbery (%),Grenada,2016,51.2
312,Homicide (%),Guadeloupe,2005,5.2
312,"Percentage of male and female intentional homicide victims, Male",Guadeloupe,2005,10.1
312,"Percentage of male and female intentional homicide victims, Female",Guadeloupe,2005,0.7
312,Homicide (%),Guadeloupe,2009,8.0
312,"Percentage of male and female intentional homicide victims, Male",Guadeloupe,2009,14.5
312,"Percentage of male and female intentional homicide victims, Female",Guadeloupe,2009,2.3
316,Homicide (%),Guam,2005,4.4
316,Homicide (%),Guam,2010,1.9
316,Homicide (%),Guam,2011,2.5
316,"Percentage of male and female intentional homicide victims, Male",Guam,2011,3.6
316,"Percentage of male and female intentional homicide victims, Female",Guam,2011,1.4
320,Homicide (%),Guatemala,2005,40.8
320,"Percentage of male and female intentional homicide victims, Male",Guatemala,2005,75.0
320,"Percentage of male and female intentional homicide victims, Female",Guatemala,2005,7.8
320,Assault (%),Guatemala,2005,46.5
320,Kidnapping (%),Guatemala,2005,0.4
320,Theft (%),Guatemala,2005,32.9
320,Robbery (%),Guatemala,2005,83.9
320,Sexual Violence (%),Guatemala,2005,2.4
320,Homicide (%),Guatemala,2010,40.7
