Country ID,Education Source Data,Country Name,Year,Education Spend (%),Source Data,Expenditure on R&D (%)
380,Government Expenditure,Italy,2015,8.11,Business Enterprises (%),50.0
380,Government Expenditure,Italy,2015,8.11,Government (%),38.0
380,Government Expenditure,Italy,2015,8.11,Higher education (%),1.0
380,Government Expenditure,Italy,2015,8.11,Private non-profit (%),2.7
380,Government Expenditure,Italy,2015,8.11,Funds from abroad (%),8.3
392,Government Expenditure,Japan,2016,9.13,GDP(%),3.1
392,Government Expenditure,Japan,2016,9.13,Business Enterprises (%),78.1
392,Government Expenditure,Japan,2016,9.13,Government (%),15.0
392,Government Expenditure,Japan,2016,9.13,Higher education (%),5.4
392,Government Expenditure,Japan,2016,9.13,Private non-profit (%),0.7
392,Government Expenditure,Japan,2016,9.13,Funds from abroad (%),0.7
398,Government Expenditure,Kazakhstan,2005,10.23,GDP(%),0.3
398,Government Expenditure,Kazakhstan,2005,10.23,Business Enterprises (%),39.1
398,Government Expenditure,Kazakhstan,2005,10.23,Government (%),44.5
398,Government Expenditure,Kazakhstan,2005,10.23,Higher education (%),13.4
398,Government Expenditure,Kazakhstan,2005,10.23,Private non-profit (%),1.3
398,Government Expenditure,Kazakhstan,2005,10.23,Funds from abroad (%),1.5
404,Government Expenditure,Kenya,2010,20.56,GDP(%),0.8
404,Government Expenditure,Kenya,2010,20.56,Business Enterprises (%),4.3
404,Government Expenditure,Kenya,2010,20.56,Government (%),26.0
404,Government Expenditure,Kenya,2010,20.56,Higher education (%),19.0
404,Government Expenditure,Kenya,2010,20.56,Private non-profit (%),3.5
404,Government Expenditure,Kenya,2010,20.56,Funds from abroad (%),47.1
414,Government Expenditure,Kuwait,2005,13.85,GDP(%),0.1
414,Government Expenditure,Kuwait,2005,13.85,Business Enterprises (%),7.3
414,Government Expenditure,Kuwait,2005,13.85,Government (%),92.3
414,Government Expenditure,Kuwait,2005,13.85,Private non-profit (%),0.4
417,Government Expenditure,Kyrgyzstan,2005,16.77,GDP(%),0.2
417,Government Expenditure,Kyrgyzstan,2005,16.77,Business Enterprises (%),36.4
417,Government Expenditure,Kyrgyzstan,2005,16.77,Government (%),63.6
417,Government Expenditure,Kyrgyzstan,2005,16.77,Funds from abroad (%),0.0
417,Government Expenditure,Kyrgyzstan,2010,15.68,GDP(%),0.2
417,Government Expenditure,Kyrgyzstan,2016,16.78,GDP(%),0.1
417,Government Expenditure,Kyrgyzstan,2016,16.78,Business Enterprises (%),4.7
417,Government Expenditure,Kyrgyzstan,2016,16.78,Government (%),88.9
417,Government Expenditure,Kyrgyzstan,2016,16.78,Higher education (%),0.3
417,Government Expenditure,Kyrgyzstan,2016,16.78,Funds from abroad (%),1.9
417,Government Expenditure,Kyrgyzstan,2016,16.78,Not distributed (%),4.2
418,Government Expenditure,Lao People's Dem. Rep.,2002,16.2,GDP(%),0.0
418,Government Expenditure,Lao People's Dem. Rep.,2002,16.2,Business Enterprises (%),36.0
418,Government Expenditure,Lao People's Dem. Rep.,2002,16.2,Government (%),8.0
418,Government Expenditure,Lao People's Dem. Rep.,2002,16.2,Higher education (%),2.0
418,Government Expenditure,Lao People's Dem. Rep.,2002,16.2,Funds from abroad (%),54.0
428,Government Expenditure,Latvia,2010,11.81,GDP(%),0.6
428,Government Expenditure,Latvia,2010,11.81,Business Enterprises (%),38.8
428,Government Expenditure,Latvia,2010,11.81,Government (%),26.4
428,Government Expenditure,Latvia,2010,11.81,Higher education (%),1.4
428,Government Expenditure,Latvia,2010,11.81,Funds from abroad (%),33.4
428,Government Expenditure,Latvia,2015,14.13,GDP(%),0.6
428,Government Expenditure,Latvia,2015,14.13,Business Enterprises (%),20.0
428,Government Expenditure,Latvia,2015,14.13,Government (%),32.7
428,Government Expenditure,Latvia,2015,14.13,Higher education (%),2.2
428,Government Expenditure,Latvia,2015,14.13,Funds from abroad (%),45.0
440,Government Expenditure,Lithuania,2005,14.58,GDP(%),0.7
440,Government Expenditure,Lithuania,2005,14.58,Business Enterprises (%),20.8
440,Government Expenditure,Lithuania,2005,14.58,Government (%),62.7
440,Government Expenditure,Lithuania,2005,14.58,Higher education (%),5.7
440,Government Expenditure,Lithuania,2005,14.58,Private non-profit (%),0.2
440,Government Expenditure,Lithuania,2005,14.58,Funds from abroad (%),10.5
440,Government Expenditure,Lithuania,2010,12.86,GDP(%),0.8
440,Government Expenditure,Lithuania,2010,12.86,Business Enterprises (%),32.4
440,Government Expenditure,Lithuania,2010,12.86,Government (%),46.0
440,Government Expenditure,Lithuania,2010,12.86,Higher education (%),1.5
440,Government Expenditure,Lithuania,2010,12.86,Private non-profit (%),0.2
440,Government Expenditure,Lithuania,2010,12.86,Funds from abroad (%),19.9
440,Government Expenditure,Lithuania,2015,12.29,GDP(%),1.0
440,Government Expenditure,Lithuania,2015,12.29,Business Enterprises (%),28.5
440,Government Expenditure,Lithuania,2015,12.29,Government (%),35.3
440,Government Expenditure,Lithuania,2015,12.29,Higher education (%),1.5
440,Government Expenditure,Lithuania,2015,12.29,Private non-profit (%),0.3
440,Government Expenditure,Lithuania,2015,12.29,Funds from abroad (%),34.3
442,Government Expenditure,Luxembourg,2015,9.43,GDP(%),1.3
442,Government Expenditure,Luxembourg,2015,9.43,Business Enterprises (%),47.1
442,Government Expenditure,Luxembourg,2015,9.43,Government (%),47.7
442,Government Expenditure,Luxembourg,2015,9.43,Higher education (%),1.6
442,Government Expenditure,Luxembourg,2015,9.43,Private non-profit (%),0.2
442,Government Expenditure,Luxembourg,2015,9.43,Funds from abroad (%),3.4
450,Government Expenditure,Madagascar,2005,18.03,GDP(%),0.2
450,Government Expenditure,Madagascar,2005,18.03,Government (%),89.8
450,Government Expenditure,Madagascar,2005,18.03,Funds from abroad (%),10.2
450,Government Expenditure,Madagascar,2009,22.59,GDP(%),0.1
450,Government Expenditure,Madagascar,2009,22.59,Government (%),89.4
450,Government Expenditure,Madagascar,2009,22.59,Funds from abroad (%),10.6
458,Government Expenditure,Malaysia,2004,21.01,GDP(%),0.6
458,Government Expenditure,Malaysia,2004,21.01,Business Enterprises (%),71.2
458,Government Expenditure,Malaysia,2004,21.01,Government (%),21.5
458,Government Expenditure,Malaysia,2004,21.01,Higher education (%),6.9
458,Government Expenditure,Malaysia,2004,21.01,Funds from abroad (%),0.4
458,Government Expenditure,Malaysia,2010,18.41,GDP(%),1.0
458,Government Expenditure,Malaysia,2010,18.41,Business Enterprises (%),59.6
458,Government Expenditure,Malaysia,2010,18.41,Government (%),36.4
458,Government Expenditure,Malaysia,2010,18.41,Higher education (%),3.5
458,Government Expenditure,Malaysia,2010,18.41,Funds from abroad (%),0.4
458,Government Expenditure,Malaysia,2010,18.41,Not distributed (%),0.1
466,Government Expenditure,Mali,2010,16.5,GDP(%),0.6
466,Government Expenditure,Mali,2010,16.5,Government (%),91.2
466,Government Expenditure,Mali,2010,16.5,Funds from abroad (%),8.8
470,Government Expenditure,Malta,2010,15.72,GDP(%),0.6
470,Government Expenditure,Malta,2010,15.72,Business Enterprises (%),52.5
470,Government Expenditure,Malta,2010,15.72,Government (%),34.4
470,Government Expenditure,Malta,2010,15.72,Higher education (%),1.3
470,Government Expenditure,Malta,2010,15.72,Private non-profit (%),0.1
470,Government Expenditure,Malta,2010,15.72,Funds from abroad (%),11.7
470,Government Expenditure,Malta,2015,13.15,GDP(%),0.8
470,Government Expenditure,Malta,2015,13.15,Business Enterprises (%),45.6
470,Government Expenditure,Malta,2015,13.15,Government (%),32.8
470,Government Expenditure,Malta,2015,13.15,Higher education (%),1.1
470,Government Expenditure,Malta,2015,13.15,Private non-profit (%),0.1
470,Government Expenditure,Malta,2015,13.15,Funds from abroad (%),20.4
480,Government Expenditure,Mauritius,2005,17.09,GDP(%),0.4
480,Government Expenditure,Mauritius,2005,17.09,Government (%),100.0
484,Government Expenditure,Mexico,2005,21.9,GDP(%),0.4
484,Government Expenditure,Mexico,2005,21.9,Business Enterprises (%),41.5
484,Government Expenditure,Mexico,2005,21.9,Government (%),49.2
484,Government Expenditure,Mexico,2005,21.9,Higher education (%),7.3
484,Government Expenditure,Mexico,2005,21.9,Private non-profit (%),0.9
484,Government Expenditure,Mexico,2005,21.9,Funds from abroad (%),1.1
484,Government Expenditure,Mexico,2010,18.64,GDP(%),0.5
484,Government Expenditure,Mexico,2010,18.64,Business Enterprises (%),32.9
484,Government Expenditure,Mexico,2010,18.64,Government (%),62.3
484,Government Expenditure,Mexico,2010,18.64,Higher education (%),2.8
484,Government Expenditure,Mexico,2010,18.64,Private non-profit (%),1.6
484,Government Expenditure,Mexico,2010,18.64,Funds from abroad (%),0.5
496,Government Expenditure,Mongolia,2010,14.71,GDP(%),0.2
496,Government Expenditure,Mongolia,2010,14.71,Business Enterprises (%),7.2
496,Government Expenditure,Mongolia,2010,14.71,Government (%),61.1
496,Government Expenditure,Mongolia,2010,14.71,Higher education (%),1.5
496,Government Expenditure,Mongolia,2010,14.71,Funds from abroad (%),4.2
496,Government Expenditure,Mongolia,2010,14.71,Not distributed (%),25.9
516,Government Expenditure,Namibia,2010,26.12,GDP(%),0.1
516,Government Expenditure,Namibia,2010,26.12,Business Enterprises (%),19.8
516,Government Expenditure,Namibia,2010,26.12,Government (%),78.6
516,Government Expenditure,Namibia,2010,26.12,Funds from abroad (%),1.5
516,Government Expenditure,Namibia,2014,7.64,GDP(%),0.3
516,Government Expenditure,Namibia,2014,7.64,Business Enterprises (%),11.1
516,Government Expenditure,Namibia,2014,7.64,Government (%),63.2
516,Government Expenditure,Namibia,2014,7.64,Higher education (%),6.0
516,Government Expenditure,Namibia,2014,7.64,Private non-profit (%),3.9
516,Government Expenditure,Namibia,2014,7.64,Funds from abroad (%),15.8
524,Government Expenditure,Nepal,2010,16.03,GDP(%),0.3
528,Government Expenditure,Netherlands,2005,12.44,GDP(%),1.8
528,Government Expenditure,Netherlands,2005,12.44,Business Enterprises (%),46.3
528,Government Expenditure,Netherlands,2005,12.44,Government (%),38.8
528,Government Expenditure,Netherlands,2005,12.44,Higher education (%),0.3
528,Government Expenditure,Netherlands,2005,12.44,Private non-profit (%),2.6
528,Government Expenditure,Netherlands,2005,12.44,Funds from abroad (%),12.0
528,Government Expenditure,Netherlands,2010,11.74,GDP(%),1.7
528,Government Expenditure,Netherlands,2015,12.25,GDP(%),2.0
528,Government Expenditure,Netherlands,2015,12.25,Business Enterprises (%),48.6
528,Government Expenditure,Netherlands,2015,12.25,Government (%),33.1
528,Government Expenditure,Netherlands,2015,12.25,Higher education (%),0.2
528,Government Expenditure,Netherlands,2015,12.25,Private non-profit (%),2.6
528,Government Expenditure,Netherlands,2015,12.25,Funds from abroad (%),15.5
554,Government Expenditure,New Zealand,2005,16.27,GDP(%),1.1
554,Government Expenditure,New Zealand,2005,16.27,Business Enterprises (%),41.1
554,Government Expenditure,New Zealand,2005,16.27,Government (%),43.2
554,Government Expenditure,New Zealand,2005,16.27,Higher education (%),8.9
554,Government Expenditure,New Zealand,2005,16.27,Private non-profit (%),1.7
554,Government Expenditure,New Zealand,2005,16.27,Funds from abroad (%),5.2
807,Government Expenditure,North Macedonia,2002,8.64,GDP(%),0.2
807,Government Expenditure,North Macedonia,2002,8.64,Business Enterprises (%),7.8
807,Government Expenditure,North Macedonia,2002,8.64,Government (%),76.3
807,Government Expenditure,North Macedonia,2002,8.64,Higher education (%),7.3
807,Government Expenditure,North Macedonia,2002,8.64,Private non-profit (%),0.0
807,Government Expenditure,North Macedonia,2002,8.64,Funds from abroad (%),8.6
578,Government Expenditure,Norway,2005,16.55,GDP(%),1.5
578,Government Expenditure,Norway,2005,16.55,Business Enterprises (%),46.8
578,Government Expenditure,Norway,2005,16.55,Government (%),43.6
578,Government Expenditure,Norway,2005,16.55,Higher education (%),0.7
578,Government Expenditure,Norway,2005,16.55,Private non-profit (%),0.9
578,Government Expenditure,Norway,2005,16.55,Funds from abroad (%),8.1
578,Government Expenditure,Norway,2010,15.23,GDP(%),1.6
578,Government Expenditure,Norway,2015,15.73,GDP(%),1.9
578,Government Expenditure,Norway,2015,15.73,Business Enterprises (%),44.2
578,Government Expenditure,Norway,2015,15.73,Government (%),44.9
578,Government Expenditure,Norway,2015,15.73,Higher education (%),0.4
578,Government Expenditure,Norway,2015,15.73,Private non-profit (%),1.2
578,Government Expenditure,Norway,2015,15.73,Funds from abroad (%),9.2
586,Government Expenditure,Pakistan,2005,13.78,GDP(%),0.4
586,Government Expenditure,Pakistan,2005,13.78,Government (%),87.0
586,Government Expenditure,Pakistan,2005,13.78,Higher education (%),11.9
586,Government Expenditure,Pakistan,2005,13.78,Funds from abroad (%),0.3
586,Government Expenditure,Pakistan,2005,13.78,Not distributed (%),0.8
591,Government Expenditure,Panama,2011,13.02,GDP(%),0.2
591,Government Expenditure,Panama,2011,13.02,Business Enterprises (%),18.9
591,Government Expenditure,Panama,2011,13.02,Government (%),46.7
591,Government Expenditure,Panama,2011,13.02,Higher education (%),5.0
591,Government Expenditure,Panama,2011,13.02,Private non-profit (%),8.7
591,Government Expenditure,Panama,2011,13.02,Funds from abroad (%),20.7
591,Government Expenditure,Panama,2011,13.02,Not distributed (%),0.0
608,Government Expenditure,Philippines,2005,12.42,GDP(%),0.1
608,Government Expenditure,Philippines,2005,12.42,Business Enterprises (%),62.6
608,Government Expenditure,Philippines,2005,12.42,Government (%),25.6
608,Government Expenditure,Philippines,2005,12.42,Higher education (%),6.0
608,Government Expenditure,Philippines,2005,12.42,Private non-profit (%),0.7
608,Government Expenditure,Philippines,2005,12.42,Funds from abroad (%),4.8
608,Government Expenditure,Philippines,2005,12.42,Not distributed (%),0.3
608,Government Expenditure,Philippines,2009,13.21,GDP(%),0.1
608,Government Expenditure,Philippines,2009,13.21,Business Enterprises (%),57.5
608,Government Expenditure,Philippines,2009,13.21,Government (%),26.7
608,Government Expenditure,Philippines,2009,13.21,Higher education (%),7.8
608,Government Expenditure,Philippines,2009,13.21,Private non-profit (%),0.4
608,Government Expenditure,Philippines,2009,13.21,Funds from abroad (%),4.2
608,Government Expenditure,Philippines,2009,13.21,Not distributed (%),3.4
616,Government Expenditure,Poland,2005,12.22,GDP(%),0.6
616,Government Expenditure,Poland,2005,12.22,Business Enterprises (%),33.4
616,Government Expenditure,Poland,2005,12.22,Government (%),57.7
616,Government Expenditure,Poland,2005,12.22,Higher education (%),2.9
616,Government Expenditure,Poland,2005,12.22,Private non-profit (%),0.3
616,Government Expenditure,Poland,2005,12.22,Funds from abroad (%),5.7
616,Government Expenditure,Poland,2010,11.06,GDP(%),0.7
616,Government Expenditure,Poland,2010,11.06,Business Enterprises (%),24.4
616,Government Expenditure,Poland,2010,11.06,Government (%),60.9
616,Government Expenditure,Poland,2010,11.06,Higher education (%),2.5
616,Government Expenditure,Poland,2010,11.06,Private non-profit (%),0.3
616,Government Expenditure,Poland,2010,11.06,Funds from abroad (%),11.8
616,Government Expenditure,Poland,2015,11.58,GDP(%),1.0
616,Government Expenditure,Poland,2015,11.58,Business Enterprises (%),39.0
616,Government Expenditure,Poland,2015,11.58,Government (%),41.8
616,Government Expenditure,Poland,2015,11.58,Higher education (%),2.2
616,Government Expenditure,Poland,2015,11.58,Private non-profit (%),0.2
616,Government Expenditure,Poland,2015,11.58,Funds from abroad (%),16.7
620,Government Expenditure,Portugal,2005,10.86,GDP(%),0.8
620,Government Expenditure,Portugal,2005,10.86,Business Enterprises (%),36.3
620,Government Expenditure,Portugal,2005,10.86,Government (%),55.2
620,Government Expenditure,Portugal,2005,10.86,Higher education (%),1.0
620,Government Expenditure,Portugal,2005,10.86,Private non-profit (%),2.8
620,Government Expenditure,Portugal,2005,10.86,Funds from abroad (%),4.7
620,Government Expenditure,Portugal,2010,10.43,GDP(%),1.5
620,Government Expenditure,Portugal,2010,10.43,Business Enterprises (%),43.9
620,Government Expenditure,Portugal,2010,10.43,Government (%),45.1
620,Government Expenditure,Portugal,2010,10.43,Higher education (%),3.2
620,Government Expenditure,Portugal,2010,10.43,Private non-profit (%),4.6
620,Government Expenditure,Portugal,2010,10.43,Funds from abroad (%),3.2
620,Government Expenditure,Portugal,2015,10.15,GDP(%),1.2
620,Government Expenditure,Portugal,2015,10.15,Business Enterprises (%),42.7
620,Government Expenditure,Portugal,2015,10.15,Government (%),44.3
620,Government Expenditure,Portugal,2015,10.15,Higher education (%),4.4
620,Government Expenditure,Portugal,2015,10.15,Private non-profit (%),1.3
620,Government Expenditure,Portugal,2015,10.15,Funds from abroad (%),7.4
498,Government Expenditure,Republic of Moldova,2005,19.3,GDP(%),0.4
498,Government Expenditure,Republic of Moldova,2005,19.3,Funds from abroad (%),3.8
498,Government Expenditure,Republic of Moldova,2005,19.3,Not distributed (%),96.2
498,Government Expenditure,Republic of Moldova,2010,22.27,GDP(%),0.4
498,Government Expenditure,Republic of Moldova,2010,22.27,Funds from abroad (%),7.4
498,Government Expenditure,Republic of Moldova,2010,22.27,Not distributed (%),92.6
642,Government Expenditure,Romania,2005,10.84,GDP(%),0.4
642,Government Expenditure,Romania,2005,10.84,Business Enterprises (%),37.2
642,Government Expenditure,Romania,2005,10.84,Government (%),53.5
642,Government Expenditure,Romania,2005,10.84,Higher education (%),4.0
642,Government Expenditure,Romania,2005,10.84,Private non-profit (%),0.0
642,Government Expenditure,Romania,2005,10.84,Funds from abroad (%),5.3
642,Government Expenditure,Romania,2010,9.13,GDP(%),0.5
642,Government Expenditure,Romania,2010,9.13,Business Enterprises (%),32.3
642,Government Expenditure,Romania,2010,9.13,Government (%),54.4
642,Government Expenditure,Romania,2010,9.13,Higher education (%),2.2
642,Government Expenditure,Romania,2010,9.13,Private non-profit (%),0.0
642,Government Expenditure,Romania,2010,9.13,Funds from abroad (%),11.1
642,Government Expenditure,Romania,2015,9.08,GDP(%),0.5
642,Government Expenditure,Romania,2015,9.08,Business Enterprises (%),37.3
642,Government Expenditure,Romania,2015,9.08,Government (%),41.7
642,Government Expenditure,Romania,2015,9.08,Higher education (%),1.7
642,Government Expenditure,Romania,2015,9.08,Private non-profit (%),0.1
642,Government Expenditure,Romania,2015,9.08,Funds from abroad (%),19.2
643,Government Expenditure,Russian Federation,2005,11.95,GDP(%),1.1
643,Government Expenditure,Russian Federation,2005,11.95,Business Enterprises (%),30.0
643,Government Expenditure,Russian Federation,2005,11.95,Government (%),61.9
643,Government Expenditure,Russian Federation,2005,11.95,Higher education (%),0.4
643,Government Expenditure,Russian Federation,2005,11.95,Private non-profit (%),0.0
643,Government Expenditure,Russian Federation,2005,11.95,Funds from abroad (%),7.6
682,Government Expenditure,Saudi Arabia,2005,19.29,GDP(%),0.0
686,Government Expenditure,Senegal,2010,24.05,GDP(%),0.5
686,Government Expenditure,Senegal,2010,24.05,Business Enterprises (%),4.1
686,Government Expenditure,Senegal,2010,24.05,Government (%),47.6
686,Government Expenditure,Senegal,2010,24.05,Higher education (%),0.0
686,Government Expenditure,Senegal,2010,24.05,Private non-profit (%),3.2
686,Government Expenditure,Senegal,2010,24.05,Funds from abroad (%),40.5
686,Government Expenditure,Senegal,2010,24.05,Not distributed (%),4.5
688,Government Expenditure,Serbia,2010,10.1,GDP(%),0.7
688,Government Expenditure,Serbia,2010,10.1,Business Enterprises (%),8.6
688,Government Expenditure,Serbia,2010,10.1,Government (%),59.4
688,Government Expenditure,Serbia,2010,10.1,Higher education (%),28.4
688,Government Expenditure,Serbia,2010,10.1,Private non-profit (%),0.0
688,Government Expenditure,Serbia,2010,10.1,Funds from abroad (%),3.6
688,Government Expenditure,Serbia,2016,8.69,GDP(%),0.9
688,Government Expenditure,Serbia,2016,8.69,Business Enterprises (%),9.2
688,Government Expenditure,Serbia,2016,8.69,Government (%),45.6
688,Government Expenditure,Serbia,2016,8.69,Higher education (%),32.3
688,Government Expenditure,Serbia,2016,8.69,Private non-profit (%),0.0
688,Government Expenditure,Serbia,2016,8.69,Funds from abroad (%),13.0
690,Government Expenditure,Seychelles,2016,11.72,GDP(%),0.2
690,Government Expenditure,Seychelles,2016,11.72,Business Enterprises (%),2.0
690,Government Expenditure,Seychelles,2016,11.72,Government (%),56.1
690,Government Expenditure,Seychelles,2016,11.72,Higher education (%),4.5
690,Government Expenditure,Seychelles,2016,11.72,Private non-profit (%),3.2
690,Government Expenditure,Seychelles,2016,11.72,Funds from abroad (%),33.9
690,Government Expenditure,Seychelles,2016,11.72,Not distributed (%),0.3
702,Government Expenditure,Singapore,2005,19.82,GDP(%),2.2
702,Government Expenditure,Singapore,2005,19.82,Business Enterprises (%),58.8
702,Government Expenditure,Singapore,2005,19.82,Government (%),36.4
702,Government Expenditure,Singapore,2005,19.82,Higher education (%),0.5
702,Government Expenditure,Singapore,2005,19.82,Funds from abroad (%),4.4
702,Government Expenditure,Singapore,2010,17.17,GDP(%),2.0
702,Government Expenditure,Singapore,2010,17.17,Business Enterprises (%),53.1
702,Government Expenditure,Singapore,2010,17.17,Government (%),40.2
702,Government Expenditure,Singapore,2010,17.17,Higher education (%),1.8
702,Government Expenditure,Singapore,2010,17.17,Funds from abroad (%),4.9
703,Government Expenditure,Slovakia,2005,9.47,GDP(%),0.5
703,Government Expenditure,Slovakia,2005,9.47,Business Enterprises (%),36.6
703,Government Expenditure,Slovakia,2005,9.47,Government (%),57.0
703,Government Expenditure,Slovakia,2005,9.47,Higher education (%),0.3
703,Government Expenditure,Slovakia,2005,9.47,Private non-profit (%),0.0
703,Government Expenditure,Slovakia,2005,9.47,Funds from abroad (%),6.0
703,Government Expenditure,Slovakia,2010,9.77,GDP(%),0.6
703,Government Expenditure,Slovakia,2010,9.77,Business Enterprises (%),35.1
703,Government Expenditure,Slovakia,2010,9.77,Government (%),49.6
703,Government Expenditure,Slovakia,2010,9.77,Higher education (%),0.4
703,Government Expenditure,Slovakia,2010,9.77,Private non-profit (%),0.3
703,Government Expenditure,Slovakia,2010,9.77,Funds from abroad (%),14.7
703,Government Expenditure,Slovakia,2015,10.28,GDP(%),1.2
703,Government Expenditure,Slovakia,2015,10.28,Business Enterprises (%),25.1
703,Government Expenditure,Slovakia,2015,10.28,Government (%),31.9
703,Government Expenditure,Slovakia,2015,10.28,Higher education (%),3.3
703,Government Expenditure,Slovakia,2015,10.28,Private non-profit (%),0.3
703,Government Expenditure,Slovakia,2015,10.28,Funds from abroad (%),39.4
705,Government Expenditure,Slovenia,2005,13.29,GDP(%),1.4
705,Government Expenditure,Slovenia,2005,13.29,Business Enterprises (%),54.8
705,Government Expenditure,Slovenia,2005,13.29,Government (%),37.2
705,Government Expenditure,Slovenia,2005,13.29,Higher education (%),0.7
705,Government Expenditure,Slovenia,2005,13.29,Private non-profit (%),0.0
705,Government Expenditure,Slovenia,2005,13.29,Funds from abroad (%),7.3
705,Government Expenditure,Slovenia,2010,12.08,GDP(%),2.1
705,Government Expenditure,Slovenia,2010,12.08,Business Enterprises (%),58.4
705,Government Expenditure,Slovenia,2010,12.08,Government (%),35.3
705,Government Expenditure,Slovenia,2010,12.08,Higher education (%),0.3
705,Government Expenditure,Slovenia,2010,12.08,Private non-profit (%),0.1
705,Government Expenditure,Slovenia,2010,12.08,Funds from abroad (%),6.0
705,Government Expenditure,Slovenia,2015,11.22,GDP(%),2.2
705,Government Expenditure,Slovenia,2015,11.22,Business Enterprises (%),69.2
705,Government Expenditure,Slovenia,2015,11.22,Government (%),19.9
705,Government Expenditure,Slovenia,2015,11.22,Higher education (%),0.3
705,Government Expenditure,Slovenia,2015,11.22,Private non-profit (%),0.0
705,Government Expenditure,Slovenia,2015,11.22,Funds from abroad (%),10.6
710,Government Expenditure,South Africa,2005,19.92,GDP(%),0.9
710,Government Expenditure,South Africa,2005,19.92,Business Enterprises (%),43.9
710,Government Expenditure,South Africa,2005,19.92,Government (%),38.2
710,Government Expenditure,South Africa,2005,19.92,Higher education (%),3.0
710,Government Expenditure,South Africa,2005,19.92,Private non-profit (%),1.4
710,Government Expenditure,South Africa,2005,19.92,Funds from abroad (%),13.6
710,Government Expenditure,South Africa,2010,18.04,GDP(%),0.7
710,Government Expenditure,South Africa,2010,18.04,Business Enterprises (%),40.1
710,Government Expenditure,South Africa,2010,18.04,Government (%),44.5
710,Government Expenditure,South Africa,2010,18.04,Higher education (%),0.1
710,Government Expenditure,South Africa,2010,18.04,Private non-profit (%),3.2
710,Government Expenditure,South Africa,2010,18.04,Funds from abroad (%),12.1
724,Government Expenditure,Spain,2005,10.78,GDP(%),1.1
724,Government Expenditure,Spain,2005,10.78,Business Enterprises (%),46.3
724,Government Expenditure,Spain,2005,10.78,Government (%),43.0
724,Government Expenditure,Spain,2005,10.78,Higher education (%),4.1
724,Government Expenditure,Spain,2005,10.78,Private non-profit (%),0.9
724,Government Expenditure,Spain,2005,10.78,Funds from abroad (%),5.7
724,Government Expenditure,Spain,2010,10.56,GDP(%),1.3
724,Government Expenditure,Spain,2010,10.56,Business Enterprises (%),43.0
724,Government Expenditure,Spain,2010,10.56,Government (%),46.6
724,Government Expenditure,Spain,2010,10.56,Higher education (%),3.9
724,Government Expenditure,Spain,2010,10.56,Private non-profit (%),0.7
724,Government Expenditure,Spain,2010,10.56,Funds from abroad (%),5.7
724,Government Expenditure,Spain,2015,9.77,GDP(%),1.2
724,Government Expenditure,Spain,2015,9.77,Business Enterprises (%),45.8
724,Government Expenditure,Spain,2015,9.77,Government (%),40.9
724,Government Expenditure,Spain,2015,9.77,Higher education (%),4.3
724,Government Expenditure,Spain,2015,9.77,Private non-profit (%),0.9
724,Government Expenditure,Spain,2015,9.77,Funds from abroad (%),8.0
144,Government Expenditure,Sri Lanka,2010,8.61,GDP(%),0.1
144,Government Expenditure,Sri Lanka,2010,8.61,Business Enterprises (%),40.9
144,Government Expenditure,Sri Lanka,2010,8.61,Government (%),55.9
144,Government Expenditure,Sri Lanka,2010,8.61,Higher education (%),0.2
144,Government Expenditure,Sri Lanka,2010,8.61,Private non-profit (%),0.0
144,Government Expenditure,Sri Lanka,2010,8.61,Funds from abroad (%),2.7
144,Government Expenditure,Sri Lanka,2010,8.61,Not distributed (%),0.3
729,Government Expenditure,Sudan,2005,5.97,GDP(%),0.3
752,Government Expenditure,Sweden,2005,12.76,GDP(%),3.4
752,Government Expenditure,Sweden,2005,12.76,Business Enterprises (%),63.9
752,Government Expenditure,Sweden,2005,12.76,Government (%),24.4
752,Government Expenditure,Sweden,2005,12.76,Higher education (%),0.7
752,Government Expenditure,Sweden,2005,12.76,Private non-profit (%),2.9
752,Government Expenditure,Sweden,2005,12.76,Funds from abroad (%),8.1
752,Government Expenditure,Sweden,2010,13.31,GDP(%),3.2
752,Government Expenditure,Sweden,2015,15.5,GDP(%),3.3
752,Government Expenditure,Sweden,2015,15.5,Business Enterprises (%),57.3
752,Government Expenditure,Sweden,2015,15.5,Higher education (%),0.9
752,Government Expenditure,Sweden,2015,15.5,Private non-profit (%),3.3
756,Government Expenditure,Switzerland,2015,15.53,GDP(%),3.4
756,Government Expenditure,Switzerland,2015,15.53,Business Enterprises (%),63.5
756,Government Expenditure,Switzerland,2015,15.53,Government (%),24.4
756,Government Expenditure,Switzerland,2015,15.53,Higher education (%),1.5
756,Government Expenditure,Switzerland,2015,15.53,Private non-profit (%),0.5
756,Government Expenditure,Switzerland,2015,15.53,Funds from abroad (%),10.2
762,Government Expenditure,Tajikistan,2005,15.29,GDP(%),0.1
762,Government Expenditure,Tajikistan,2005,15.29,Business Enterprises (%),2.2
762,Government Expenditure,Tajikistan,2005,15.29,Government (%),91.5
762,Government Expenditure,Tajikistan,2005,15.29,Higher education (%),0.3
762,Government Expenditure,Tajikistan,2005,15.29,Not distributed (%),5.5
762,Government Expenditure,Tajikistan,2010,15.33,GDP(%),0.1
762,Government Expenditure,Tajikistan,2010,15.33,Business Enterprises (%),1.9
762,Government Expenditure,Tajikistan,2010,15.33,Government (%),76.2
